NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GSE20727_CTRL_VS_H2O2_TREATED_DC_DN	GSE20727_CTRL_VS_H2O2_TREATED_DC_DN		83	0.9883027	1.2058665	0.0025773195	1.0	1.0	52	tags=5%, list=1%, signal=5%	
HP_ABNORMALITY_OF_THE_FOREHEAD	HP_ABNORMALITY_OF_THE_FOREHEAD		322	0.93184555	1.2057592	0.016877636	1.0	1.0	165	tags=5%, list=4%, signal=4%	
HP_APLASIA_HYPOPLASIA_AFFECTING_BONES_OF_THE_AXIAL_SKELETON	HP_APLASIA_HYPOPLASIA_AFFECTING_BONES_OF_THE_AXIAL_SKELETON		252	0.94023794	1.2053025	0.022604952	1.0	1.0	165	tags=4%, list=4%, signal=4%	
GSE3982_CTRL_VS_IGE_STIM_MAST_CELL_UP	GSE3982_CTRL_VS_IGE_STIM_MAST_CELL_UP		80	0.9985399	1.2052327	0.0	1.0	1.0	0	tags=1%, list=0%, signal=1%	
MIR5688	MIR5688		262	0.94179237	1.2039886	0.02373247	1.0	1.0	116	tags=5%, list=3%, signal=5%	
HP_HYPERTELORISM	HP_HYPERTELORISM		229	0.9380536	1.2039515	0.03267974	1.0	1.0	134	tags=3%, list=3%, signal=3%	
HP_ABNORMAL_AGGRESSIVE_IMPULSIVE_OR_VIOLENT_BEHAVIOR	HP_ABNORMAL_AGGRESSIVE_IMPULSIVE_OR_VIOLENT_BEHAVIOR		110	0.9760281	1.203598	0.0072727273	1.0	1.0	30	tags=2%, list=1%, signal=2%	
KOYAMA_SEMA3B_TARGETS_DN	KOYAMA_SEMA3B_TARGETS_DN		101	0.9732029	1.202841	0.010895884	1.0	1.0	75	tags=5%, list=2%, signal=5%	
ONKEN_UVEAL_MELANOMA_DN	ONKEN_UVEAL_MELANOMA_DN		187	0.94533956	1.2003362	0.034792367	1.0	1.0	160	tags=4%, list=4%, signal=4%	
GSE26343_WT_VS_NFAT5_KO_MACROPHAGE_UP	GSE26343_WT_VS_NFAT5_KO_MACROPHAGE_UP		77	0.9871712	1.2002826	0.0025252525	1.0	1.0	30	tags=4%, list=1%, signal=4%	
MIR6083	MIR6083		85	0.96919715	1.200201	0.03821656	1.0	1.0	117	tags=4%, list=3%, signal=4%	
HP_ABNORMALITY_OF_GLOBE_LOCATION	HP_ABNORMALITY_OF_GLOBE_LOCATION		305	0.9360657	1.2001998	0.010504202	1.0	1.0	165	tags=5%, list=4%, signal=5%	
GOMF_ZINC_ION_BINDING	GOMF_ZINC_ION_BINDING		217	0.9331054	1.1999004	0.04853273	1.0	1.0	171	tags=6%, list=4%, signal=6%	
ZNF2_TARGET_GENES	ZNF2_TARGET_GENES		357	0.92589927	1.1998259	0.023109244	1.0	1.0	157	tags=4%, list=4%, signal=4%	
GOMF_TRANSITION_METAL_ION_BINDING	GOMF_TRANSITION_METAL_ION_BINDING		269	0.93589133	1.1997062	0.027956989	1.0	1.0	162	tags=6%, list=4%, signal=5%	
HP_ABNORMALITY_OF_THE_URETHRA	HP_ABNORMALITY_OF_THE_URETHRA		138	0.9742992	1.199224	0.0023501762	1.0	1.0	75	tags=3%, list=2%, signal=3%	
GCATTTG_MIR105	GCATTTG_MIR105		75	0.99213725	1.198148	0.003821656	1.0	1.0	33	tags=1%, list=1%, signal=1%	
GOCC_NUCLEAR_BODY	GOCC_NUCLEAR_BODY		299	0.9329215	1.1978267	0.025263159	1.0	1.0	119	tags=4%, list=3%, signal=4%	
HP_ABNORMAL_JAW_MORPHOLOGY	HP_ABNORMAL_JAW_MORPHOLOGY		306	0.9220875	1.1975619	0.040084388	1.0	1.0	165	tags=4%, list=4%, signal=4%	
MIR495_3P	MIR495_3P		234	0.94096607	1.1972992	0.040348966	1.0	1.0	116	tags=6%, list=3%, signal=5%	
HP_HEMATOLOGICAL_NEOPLASM	HP_HEMATOLOGICAL_NEOPLASM		95	0.9736842	1.1971223	0.01511335	1.0	1.0	104	tags=5%, list=2%, signal=5%	
GOCC_ORGANELLE_INNER_MEMBRANE	GOCC_ORGANELLE_INNER_MEMBRANE		153	0.95296293	1.196991	0.04418605	1.0	1.0	137	tags=2%, list=3%, signal=2%	
GSE37416_0H_VS_24H_F_TULARENSIS_LVS_NEUTROPHIL_UP	GSE37416_0H_VS_24H_F_TULARENSIS_LVS_NEUTROPHIL_UP		81	0.9910508	1.1967188	0.0025608195	1.0	1.0	30	tags=1%, list=1%, signal=1%	
GOBP_NEURON_DIFFERENTIATION	GOBP_NEURON_DIFFERENTIATION		287	0.92841464	1.1965016	0.031847134	1.0	1.0	144	tags=3%, list=3%, signal=3%	
MIR548AN	MIR548AN		187	0.9416699	1.1963813	0.041573033	1.0	1.0	144	tags=6%, list=3%, signal=6%	
GOBP_MRNA_METABOLIC_PROCESS	GOBP_MRNA_METABOLIC_PROCESS		267	0.92614174	1.1960163	0.03858521	1.0	1.0	135	tags=3%, list=3%, signal=3%	
MITSIADES_RESPONSE_TO_APLIDIN_DN	MITSIADES_RESPONSE_TO_APLIDIN_DN		109	0.96844333	1.195601	0.026829269	1.0	1.0	81	tags=6%, list=2%, signal=5%	
GSE36078_WT_VS_IL1R_KO_LUNG_DC_AFTER_AD5_T425A_HEXON_INF_DN	GSE36078_WT_VS_IL1R_KO_LUNG_DC_AFTER_AD5_T425A_HEXON_INF_DN		55	0.9992886	1.1953632	0.0013774105	1.0	1.0	3	tags=2%, list=0%, signal=2%	
MIR494_3P	MIR494_3P		116	0.9632028	1.1948075	0.03206651	1.0	1.0	133	tags=9%, list=3%, signal=9%	
HP_ABNORMAL_VENTRICULAR_SEPTUM_MORPHOLOGY	HP_ABNORMAL_VENTRICULAR_SEPTUM_MORPHOLOGY		150	0.9612468	1.1946142	0.022016222	1.0	1.0	75	tags=3%, list=2%, signal=3%	
GSE3982_MAST_CELL_VS_CENT_MEMORY_CD4_TCELL_UP	GSE3982_MAST_CELL_VS_CENT_MEMORY_CD4_TCELL_UP		73	0.9905312	1.1944631	0.0065616798	1.0	1.0	9	tags=1%, list=0%, signal=1%	
GOCC_AXON	GOCC_AXON		143	0.9532687	1.1941009	0.047785547	1.0	1.0	165	tags=6%, list=4%, signal=6%	
GOMF_ATP_HYDROLYSIS_ACTIVITY	GOMF_ATP_HYDROLYSIS_ACTIVITY		97	0.96724755	1.1937813	0.038224414	1.0	1.0	98	tags=4%, list=2%, signal=4%	
HP_PES_CAVUS	HP_PES_CAVUS		103	0.9692972	1.1937251	0.022836538	1.0	1.0	130	tags=3%, list=3%, signal=3%	
SCHERER_PBMC_YF_VAX_AGE_18_40YO_4_TO_7DY_UP	SCHERER_PBMC_YF_VAX_AGE_18_40YO_4_TO_7DY_UP		108	0.96157545	1.1936804	0.048899755	1.0	1.0	164	tags=5%, list=4%, signal=5%	
GSE9988_ANTI_TREM1_VS_ANTI_TREM1_AND_LPS_MONOCYTE_UP	GSE9988_ANTI_TREM1_VS_ANTI_TREM1_AND_LPS_MONOCYTE_UP		79	0.98545194	1.193601	0.011479592	1.0	1.0	62	tags=3%, list=1%, signal=3%	
GSE3039_CD4_TCELL_VS_NKT_CELL_DN	GSE3039_CD4_TCELL_VS_NKT_CELL_DN		74	0.994283	1.1935654	0.0012642225	1.0	1.0	24	tags=1%, list=1%, signal=1%	
CREL_01	CREL_01		72	0.9923865	1.1934644	0.003875969	1.0	1.0	4	tags=1%, list=0%, signal=1%	
HP_GENERALIZED_ONSET_SEIZURE	HP_GENERALIZED_ONSET_SEIZURE		105	0.9689828	1.1934462	0.027348395	1.0	1.0	49	tags=2%, list=1%, signal=2%	
GSE22886_IL2_VS_IL15_STIM_NKCELL_DN	GSE22886_IL2_VS_IL15_STIM_NKCELL_DN		60	0.99364686	1.1932544	0.006830601	1.0	1.0	1	tags=2%, list=0%, signal=2%	
ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_UP	ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_UP		298	0.926704	1.1926596	0.032804232	1.0	1.0	149	tags=5%, list=3%, signal=5%	
BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_A	BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_A		179	0.93789166	1.1926532	0.06533776	1.0	1.0	92	tags=3%, list=2%, signal=3%	
HP_ABNORMAL_HAIR_PATTERN	HP_ABNORMAL_HAIR_PATTERN		133	0.960328	1.1926075	0.034924332	1.0	1.0	165	tags=8%, list=4%, signal=8%	
NAKAYA_B_CELL_FLUARIX_FLUVIRIN_AGE_18_50YO_7DY_UP	NAKAYA_B_CELL_FLUARIX_FLUVIRIN_AGE_18_50YO_7DY_UP		167	0.94158906	1.1922255	0.056792874	1.0	1.0	127	tags=7%, list=3%, signal=7%	
GSE19888_CTRL_VS_T_CELL_MEMBRANES_ACT_MAST_CELL_UP	GSE19888_CTRL_VS_T_CELL_MEMBRANES_ACT_MAST_CELL_UP		76	0.9792493	1.1920189	0.025873221	1.0	1.0	49	tags=3%, list=1%, signal=3%	
GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY	GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY		99	0.9784328	1.1918355	0.008599509	1.0	1.0	94	tags=5%, list=2%, signal=5%	
FOXH1_TARGET_GENES	FOXH1_TARGET_GENES		223	0.9318538	1.1916895	0.05926724	1.0	1.0	139	tags=4%, list=3%, signal=4%	
HP_THIN_VERMILION_BORDER	HP_THIN_VERMILION_BORDER		145	0.9488047	1.1916599	0.06067678	1.0	1.0	134	tags=3%, list=3%, signal=3%	
GSE9006_TYPE_1_DIABETES_AT_DX_VS_4MONTH_POST_DX_PBMC_UP	GSE9006_TYPE_1_DIABETES_AT_DX_VS_4MONTH_POST_DX_PBMC_UP		74	0.9835636	1.1914073	0.016518425	1.0	1.0	69	tags=1%, list=2%, signal=1%	
GOBP_APOPTOTIC_SIGNALING_PATHWAY	GOBP_APOPTOTIC_SIGNALING_PATHWAY		181	0.9389414	1.1903691	0.051054385	1.0	1.0	82	tags=2%, list=2%, signal=2%	
BENPORATH_SOX2_TARGETS	BENPORATH_SOX2_TARGETS		271	0.9184694	1.1903073	0.04904051	1.0	1.0	159	tags=4%, list=4%, signal=4%	
MIR4709_3P	MIR4709_3P		63	0.99502534	1.1903031	0.0054054055	1.0	1.0	11	tags=2%, list=0%, signal=2%	
IVANOVA_HEMATOPOIESIS_EARLY_PROGENITOR	IVANOVA_HEMATOPOIESIS_EARLY_PROGENITOR		132	0.95241565	1.1902746	0.046893317	1.0	1.0	91	tags=4%, list=2%, signal=4%	
HP_ABNORMAL_THUMB_MORPHOLOGY	HP_ABNORMAL_THUMB_MORPHOLOGY		132	0.9545935	1.1900595	0.059031878	1.0	1.0	58	tags=2%, list=1%, signal=2%	
HP_ABNORMAL_GLUCOSE_HOMEOSTASIS	HP_ABNORMAL_GLUCOSE_HOMEOSTASIS		137	0.95526373	1.1899745	0.04180791	1.0	1.0	139	tags=4%, list=3%, signal=4%	
GSE32255_WT_UNSTIM_VS_JMJD2D_KNOCKDOWN_4H_LPS_STIM_DC_DN	GSE32255_WT_UNSTIM_VS_JMJD2D_KNOCKDOWN_4H_LPS_STIM_DC_DN		62	0.9907363	1.189962	0.0053333333	1.0	1.0	41	tags=5%, list=1%, signal=5%	
HP_ABNORMAL_SCALP_MORPHOLOGY	HP_ABNORMAL_SCALP_MORPHOLOGY		123	0.9582739	1.1899296	0.048178613	1.0	1.0	165	tags=7%, list=4%, signal=7%	
GSE24292_WT_VS_PPARG_KO_MACROPHAGE_DN	GSE24292_WT_VS_PPARG_KO_MACROPHAGE_DN		71	0.9969055	1.1896329	0.0012919897	1.0	1.0	13	tags=1%, list=0%, signal=1%	
HP_SLANTING_OF_THE_PALPEBRAL_FISSURE	HP_SLANTING_OF_THE_PALPEBRAL_FISSURE		223	0.93202764	1.1896244	0.047513813	1.0	1.0	103	tags=3%, list=2%, signal=3%	
GSE20500_CTRL_VS_RARA_ANTAGONIST_TREATED_CD4_TCELL_UP	GSE20500_CTRL_VS_RARA_ANTAGONIST_TREATED_CD4_TCELL_UP		66	0.9923918	1.189349	0.005376344	1.0	1.0	32	tags=2%, list=1%, signal=2%	
HP_RETROGNATHIA	HP_RETROGNATHIA		92	0.9850324	1.1892978	0.004895961	1.0	1.0	28	tags=3%, list=1%, signal=3%	
EFC_Q6	EFC_Q6		65	0.9905417	1.1892811	0.010738255	1.0	1.0	4	tags=2%, list=0%, signal=2%	
WAKABAYASHI_ADIPOGENESIS_PPARG_RXRA_BOUND_8D	WAKABAYASHI_ADIPOGENESIS_PPARG_RXRA_BOUND_8D		274	0.92724586	1.1892368	0.035598706	1.0	1.0	121	tags=3%, list=3%, signal=3%	
GSE17721_POLYIC_VS_PAM3CSK4_12H_BMDC_DN	GSE17721_POLYIC_VS_PAM3CSK4_12H_BMDC_DN		72	0.9923322	1.189117	0.0039473684	1.0	1.0	16	tags=4%, list=0%, signal=4%	
PCGF2_TARGET_GENES	PCGF2_TARGET_GENES		227	0.9274271	1.1890634	0.0738255	1.0	1.0	137	tags=3%, list=3%, signal=3%	
GSE3039_NKT_CELL_VS_ALPHABETA_CD8_TCELL_DN	GSE3039_NKT_CELL_VS_ALPHABETA_CD8_TCELL_DN		64	0.99548477	1.1889127	0.0013368984	1.0	1.0	19	tags=2%, list=0%, signal=2%	
IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_DN	IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_DN		109	0.96144253	1.1888224	0.058056872	1.0	1.0	156	tags=4%, list=4%, signal=4%	
GOBP_DNA_CONFORMATION_CHANGE	GOBP_DNA_CONFORMATION_CHANGE		103	0.96310526	1.1887614	0.056009334	1.0	1.0	134	tags=9%, list=3%, signal=9%	
GSE14000_4H_VS_16H_LPS_DC_UP	GSE14000_4H_VS_16H_LPS_DC_UP		81	0.9678451	1.1881963	0.06468305	1.0	1.0	89	tags=5%, list=2%, signal=5%	
GOBP_NEUROGENESIS	GOBP_NEUROGENESIS		344	0.925375	1.1879175	0.03433923	1.0	1.0	144	tags=3%, list=3%, signal=3%	
GSE44955_MCSF_VS_MCSF_AND_IL27_STIM_MACROPHAGE_DN	GSE44955_MCSF_VS_MCSF_AND_IL27_STIM_MACROPHAGE_DN		72	0.99181014	1.1878076	0.006459948	1.0	1.0	3	tags=1%, list=0%, signal=1%	
DOUGLAS_BMI1_TARGETS_UP	DOUGLAS_BMI1_TARGETS_UP		132	0.9528409	1.1877973	0.061393153	1.0	1.0	122	tags=5%, list=3%, signal=5%	
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE		95	0.96332115	1.1877905	0.06075334	1.0	1.0	88	tags=5%, list=2%, signal=5%	
GSE2770_IL12_AND_TGFB_VS_IL4_TREATED_ACT_CD4_TCELL_48H_UP	GSE2770_IL12_AND_TGFB_VS_IL4_TREATED_ACT_CD4_TCELL_48H_UP		64	0.9957224	1.1877518	0.0064935065	1.0	1.0	18	tags=2%, list=0%, signal=2%	
GSE17721_0.5H_VS_8H_LPS_BMDC_DN	GSE17721_0.5H_VS_8H_LPS_BMDC_DN		71	0.9826233	1.1876551	0.015364917	1.0	1.0	75	tags=4%, list=2%, signal=4%	
HP_HYPOPLASIA_OF_PENIS	HP_HYPOPLASIA_OF_PENIS		103	0.9671763	1.1873488	0.035066504	1.0	1.0	36	tags=3%, list=1%, signal=3%	
GRYDER_PAX3FOXO1_ENHANCERS_KO_DOWN	GRYDER_PAX3FOXO1_ENHANCERS_KO_DOWN		140	0.9526629	1.1873372	0.043778803	1.0	1.0	165	tags=6%, list=4%, signal=6%	
HP_AGGRESSIVE_BEHAVIOR	HP_AGGRESSIVE_BEHAVIOR		77	0.97377354	1.1873323	0.03312102	1.0	1.0	4	tags=1%, list=0%, signal=1%	
GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_CD4_TCELL_DN	GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_CD4_TCELL_DN		83	0.9734872	1.187104	0.036316473	1.0	1.0	35	tags=1%, list=1%, signal=1%	
GSE27786_LSK_VS_BCELL_UP	GSE27786_LSK_VS_BCELL_UP		60	0.99596393	1.1870826	0.0039473684	1.0	1.0	17	tags=2%, list=0%, signal=2%	
TGCACTG_MIR148A_MIR152_MIR148B	TGCACTG_MIR148A_MIR152_MIR148B		109	0.9611296	1.187074	0.05070755	1.0	1.0	102	tags=6%, list=2%, signal=6%	
LHX2_TARGET_GENES	LHX2_TARGET_GENES		362	0.91138303	1.1870469	0.044791665	1.0	1.0	154	tags=3%, list=4%, signal=3%	
GOBP_DNA_REPLICATION	GOBP_DNA_REPLICATION		84	0.9827943	1.1869143	0.006289308	1.0	1.0	30	tags=2%, list=1%, signal=2%	
GSE360_CTRL_VS_T_GONDII_MAC_UP	GSE360_CTRL_VS_T_GONDII_MAC_UP		81	0.97563815	1.186862	0.030927835	1.0	1.0	26	tags=2%, list=1%, signal=2%	
HP_ABNORMALITY_OF_THE_PALPEBRAL_FISSURES	HP_ABNORMALITY_OF_THE_PALPEBRAL_FISSURES		256	0.9240883	1.1865903	0.052173913	1.0	1.0	103	tags=3%, list=2%, signal=3%	
MIR4514	MIR4514		55	0.9945459	1.1865731	0.0014144272	1.0	1.0	23	tags=2%, list=1%, signal=2%	
GSE10239_MEMORY_VS_KLRG1HIGH_EFF_CD8_TCELL_DN	GSE10239_MEMORY_VS_KLRG1HIGH_EFF_CD8_TCELL_DN		83	0.9849606	1.1864873	0.016476553	1.0	1.0	65	tags=4%, list=2%, signal=4%	
HP_SOMATIC_SENSORY_DYSFUNCTION	HP_SOMATIC_SENSORY_DYSFUNCTION		111	0.964836	1.1864306	0.022140222	1.0	1.0	139	tags=6%, list=3%, signal=6%	
DLX4_TARGET_GENES	DLX4_TARGET_GENES		259	0.9294991	1.186419	0.05064655	1.0	1.0	109	tags=3%, list=3%, signal=3%	
KAUFFMANN_DNA_REPAIR_GENES	KAUFFMANN_DNA_REPAIR_GENES		80	0.9794958	1.1862301	0.019950125	1.0	1.0	37	tags=4%, list=1%, signal=4%	
MIR4672	MIR4672		140	0.9476285	1.1862227	0.07109557	1.0	1.0	134	tags=4%, list=3%, signal=4%	
HP_ABNORMALITY_OF_THE_LOWER_URINARY_TRACT	HP_ABNORMALITY_OF_THE_LOWER_URINARY_TRACT		243	0.92645746	1.1859996	0.047058824	1.0	1.0	100	tags=3%, list=2%, signal=3%	
HP_CLINODACTYLY	HP_CLINODACTYLY		173	0.9415712	1.1857985	0.058035713	1.0	1.0	134	tags=4%, list=3%, signal=4%	
HP_REGIONAL_ABNORMALITY_OF_SKIN	HP_REGIONAL_ABNORMALITY_OF_SKIN		144	0.95192015	1.1857301	0.06395349	1.0	1.0	163	tags=4%, list=4%, signal=4%	
HP_RENAL_HYPOPLASIA_APLASIA	HP_RENAL_HYPOPLASIA_APLASIA		94	0.9746822	1.1857119	0.027127003	1.0	1.0	36	tags=2%, list=1%, signal=2%	
GOBP_FOREBRAIN_DEVELOPMENT	GOBP_FOREBRAIN_DEVELOPMENT		77	0.98614913	1.1856086	0.0075949365	1.0	1.0	30	tags=3%, list=1%, signal=3%	
RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_POORLY_DN	RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_POORLY_DN		111	0.9617186	1.1855842	0.04840614	1.0	1.0	112	tags=5%, list=3%, signal=5%	
ZNF816_TARGET_GENES	ZNF816_TARGET_GENES		115	0.96774924	1.1855621	0.025059666	1.0	1.0	97	tags=3%, list=2%, signal=3%	
GSE34515_CD16_NEG_MONOCYTE_VS_DC_UP	GSE34515_CD16_NEG_MONOCYTE_VS_DC_UP		79	0.97071016	1.1855346	0.050955415	1.0	1.0	115	tags=6%, list=3%, signal=6%	
GOCC_NUCLEAR_CHROMOSOME	GOCC_NUCLEAR_CHROMOSOME		69	0.99199545	1.1852657	0.003916449	1.0	1.0	30	tags=3%, list=1%, signal=3%	
GOMF_CATALYTIC_ACTIVITY_ACTING_ON_DNA	GOMF_CATALYTIC_ACTIVITY_ACTING_ON_DNA		79	0.9760965	1.1852599	0.03548796	1.0	1.0	61	tags=5%, list=1%, signal=5%	
HP_DEVIATION_OF_THE_HAND_OR_OF_FINGERS_OF_THE_HAND	HP_DEVIATION_OF_THE_HAND_OR_OF_FINGERS_OF_THE_HAND		137	0.95550144	1.1849675	0.05773672	1.0	1.0	163	tags=7%, list=4%, signal=7%	
HP_LONG_FINGERS	HP_LONG_FINGERS		88	0.97477055	1.1846429	0.019680196	1.0	1.0	30	tags=3%, list=1%, signal=3%	
BRUINS_UVC_RESPONSE_LATE	BRUINS_UVC_RESPONSE_LATE		350	0.913357	1.184561	0.04989605	1.0	1.0	165	tags=5%, list=4%, signal=4%	
GOCC_NEURON_TO_NEURON_SYNAPSE	GOCC_NEURON_TO_NEURON_SYNAPSE		92	0.9629322	1.1842767	0.048811015	1.0	1.0	46	tags=3%, list=1%, signal=3%	
MIR4303	MIR4303		67	0.9904875	1.1842736	0.0026385225	1.0	1.0	41	tags=3%, list=1%, signal=3%	
GSE21927_C26GM_VS_4T1_TUMOR_MONOCYTE_BALBC_DN	GSE21927_C26GM_VS_4T1_TUMOR_MONOCYTE_BALBC_DN		95	0.96658593	1.1842424	0.061790667	1.0	1.0	79	tags=3%, list=2%, signal=3%	
LU_EZH2_TARGETS_UP	LU_EZH2_TARGETS_UP		72	0.9870949	1.1842264	0.012820513	1.0	1.0	8	tags=1%, list=0%, signal=1%	
GSE17721_CTRL_VS_CPG_0.5H_BMDC_UP	GSE17721_CTRL_VS_CPG_0.5H_BMDC_UP		77	0.97449344	1.1841279	0.044444446	1.0	1.0	108	tags=3%, list=3%, signal=3%	
HP_FOCAL_ONSET_SEIZURE	HP_FOCAL_ONSET_SEIZURE		91	0.9671201	1.183957	0.051915947	1.0	1.0	49	tags=2%, list=1%, signal=2%	
DURCHDEWALD_SKIN_CARCINOGENESIS_DN	DURCHDEWALD_SKIN_CARCINOGENESIS_DN		101	0.9680616	1.1836113	0.031685676	1.0	1.0	98	tags=4%, list=2%, signal=4%	
GSE17186_BLOOD_VS_CORD_BLOOD_CD21HIGH_TRANSITIONAL_BCELL_UP	GSE17186_BLOOD_VS_CORD_BLOOD_CD21HIGH_TRANSITIONAL_BCELL_UP		82	0.9752215	1.1835681	0.028534371	1.0	1.0	55	tags=2%, list=1%, signal=2%	
GOBP_MRNA_PROCESSING	GOBP_MRNA_PROCESSING		182	0.93940526	1.1835582	0.046875	1.0	1.0	135	tags=4%, list=3%, signal=4%	
GOMF_ACYLTRANSFERASE_ACTIVITY	GOMF_ACYLTRANSFERASE_ACTIVITY		68	0.9932064	1.183428	0.0013071896	1.0	1.0	25	tags=1%, list=1%, signal=1%	
HP_ABNORMAL_5TH_FINGER_MORPHOLOGY	HP_ABNORMAL_5TH_FINGER_MORPHOLOGY		129	0.9522988	1.1831344	0.06227967	1.0	1.0	139	tags=5%, list=3%, signal=5%	
HP_ABNORMALITY_OF_THE_MUSCULATURE_OF_THE_LIMBS	HP_ABNORMALITY_OF_THE_MUSCULATURE_OF_THE_LIMBS		155	0.93830425	1.1831343	0.06365741	1.0	1.0	172	tags=7%, list=4%, signal=7%	
