NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOCC_CHROMATIN	GOCC_CHROMATIN		111	0.9900953	1.1206257	0.03985056	1.0	1.0	7	tags=2%, list=0%, signal=2%	
HP_ABNORMAL_RESPIRATORY_SYSTEM_MORPHOLOGY	HP_ABNORMAL_RESPIRATORY_SYSTEM_MORPHOLOGY		139	0.9662005	1.1204249	0.26666668	1.0	1.0	26	tags=1%, list=2%, signal=1%	
HP_ABNORMAL_ESOPHAGUS_PHYSIOLOGY	HP_ABNORMAL_ESOPHAGUS_PHYSIOLOGY		96	0.99670184	1.1202427	0.02356021	1.0	1.0	5	tags=1%, list=0%, signal=1%	
TGACCTY_ERR1_Q2	TGACCTY_ERR1_Q2		109	0.98331076	1.1202228	0.14050633	1.0	1.0	21	tags=2%, list=1%, signal=2%	
ID1_TARGET_GENES	ID1_TARGET_GENES		153	0.9675382	1.1195238	0.2173913	1.0	1.0	7	tags=3%, list=0%, signal=2%	
HP_ABNORMALITY_OF_GLOBE_LOCATION	HP_ABNORMALITY_OF_GLOBE_LOCATION		118	0.9768691	1.1194425	0.22249691	1.0	1.0	7	tags=1%, list=0%, signal=1%	
RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_DN	RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_DN		116	0.9768418	1.1193476	0.21933086	1.0	1.0	19	tags=3%, list=1%, signal=2%	
PUJANA_ATM_PCC_NETWORK	PUJANA_ATM_PCC_NETWORK		255	0.94625056	1.1191574	0.24387646	1.0	1.0	22	tags=3%, list=1%, signal=2%	
ONKEN_UVEAL_MELANOMA_UP	ONKEN_UVEAL_MELANOMA_UP		158	0.9599153	1.1190324	0.28306264	1.0	1.0	33	tags=3%, list=2%, signal=3%	
HP_APLASIA_HYPOPLASIA_INVOLVING_THE_SKELETON	HP_APLASIA_HYPOPLASIA_INVOLVING_THE_SKELETON		134	0.9768184	1.1188297	0.18681319	1.0	1.0	7	tags=1%, list=0%, signal=1%	
GOCC_INTRACELLULAR_PROTEIN_CONTAINING_COMPLEX	GOCC_INTRACELLULAR_PROTEIN_CONTAINING_COMPLEX		124	0.97944975	1.1187403	0.18500605	1.0	1.0	19	tags=2%, list=1%, signal=2%	
SCHLOSSER_SERUM_RESPONSE_DN	SCHLOSSER_SERUM_RESPONSE_DN		155	0.97001344	1.1183416	0.2249135	1.0	1.0	32	tags=3%, list=2%, signal=3%	
NUP153_TARGET_GENES	NUP153_TARGET_GENES		242	0.9408672	1.1182507	0.283857	1.0	1.0	5	tags=1%, list=0%, signal=1%	
HP_ABNORMALITY_OF_THE_ABDOMINAL_ORGANS	HP_ABNORMALITY_OF_THE_ABDOMINAL_ORGANS		130	0.98380566	1.1182112	0.108827084	1.0	1.0	26	tags=2%, list=2%, signal=2%	
GOBP_MRNA_METABOLIC_PROCESS	GOBP_MRNA_METABOLIC_PROCESS		109	0.9785109	1.1180059	0.19974227	1.0	1.0	30	tags=5%, list=2%, signal=4%	
HP_ABNORMAL_LIP_MORPHOLOGY	HP_ABNORMAL_LIP_MORPHOLOGY		125	0.97684705	1.1179651	0.19570406	1.0	1.0	7	tags=1%, list=0%, signal=1%	
GOBP_PROTEIN_CONTAINING_COMPLEX_ORGANIZATION	GOBP_PROTEIN_CONTAINING_COMPLEX_ORGANIZATION		232	0.9560666	1.1178726	0.22542734	1.0	1.0	22	tags=3%, list=1%, signal=2%	
HP_FUNCTIONAL_ABNORMALITY_OF_THE_GASTROINTESTINAL_TRACT	HP_FUNCTIONAL_ABNORMALITY_OF_THE_GASTROINTESTINAL_TRACT		132	0.9831081	1.117589	0.0884434	1.0	1.0	26	tags=2%, list=2%, signal=1%	
AACTTT_UNKNOWN	AACTTT_UNKNOWN		230	0.95187026	1.1175174	0.24864277	1.0	1.0	25	tags=4%, list=2%, signal=4%	
HP_ABNORMALITY_OF_COORDINATION	HP_ABNORMALITY_OF_COORDINATION		120	0.98592484	1.1174176	0.108591884	1.0	1.0	24	tags=3%, list=1%, signal=3%	
MIR153_5P	MIR153_5P		169	0.9675704	1.1173021	0.2244898	1.0	1.0	27	tags=3%, list=2%, signal=3%	
ZNF618_TARGET_GENES	ZNF618_TARGET_GENES		162	0.9693398	1.1173006	0.21784472	1.0	1.0	31	tags=4%, list=2%, signal=4%	
HP_ABNORMALITY_OF_THE_EXTERNAL_NOSE	HP_ABNORMALITY_OF_THE_EXTERNAL_NOSE		101	0.9953673	1.1172117	0.027954256	1.0	1.0	7	tags=1%, list=0%, signal=1%	
MARTINEZ_TP53_TARGETS_UP	MARTINEZ_TP53_TARGETS_UP		110	0.9780293	1.1166973	0.22600242	1.0	1.0	36	tags=4%, list=2%, signal=3%	
HP_ABNORMALITY_OF_THE_FOREHEAD	HP_ABNORMALITY_OF_THE_FOREHEAD		129	0.97683436	1.116415	0.1916972	1.0	1.0	7	tags=1%, list=0%, signal=1%	
RTAAACA_FREAC2_01	RTAAACA_FREAC2_01		102	0.9947152	1.1161383	0.026054591	1.0	1.0	7	tags=2%, list=0%, signal=2%	
HP_ABNORMAL_EXTERNAL_GENITALIA	HP_ABNORMAL_EXTERNAL_GENITALIA		126	0.9768439	1.1160585	0.20989144	1.0	1.0	7	tags=1%, list=0%, signal=1%	
NAKAYA_PBMC_FLUARIX_FLUVIRIN_AGE_18_50YO_3DY_UP	NAKAYA_PBMC_FLUARIX_FLUVIRIN_AGE_18_50YO_3DY_UP		110	0.9893476	1.1160461	0.06280788	1.0	1.0	18	tags=3%, list=1%, signal=3%	
HP_ABNORMAL_INVOLUNTARY_EYE_MOVEMENTS	HP_ABNORMAL_INVOLUNTARY_EYE_MOVEMENTS		114	0.98373497	1.1159753	0.13170731	1.0	1.0	3	tags=1%, list=0%, signal=1%	
GOMF_PROTEIN_DIMERIZATION_ACTIVITY	GOMF_PROTEIN_DIMERIZATION_ACTIVITY		118	0.9900029	1.1158013	0.0474407	1.0	1.0	1	tags=1%, list=0%, signal=1%	
MARTINEZ_RB1_TARGETS_UP	MARTINEZ_RB1_TARGETS_UP		112	0.97999996	1.1156514	0.19875	1.0	1.0	32	tags=3%, list=2%, signal=3%	
GOMF_TRANSCRIPTION_REGULATOR_ACTIVITY	GOMF_TRANSCRIPTION_REGULATOR_ACTIVITY		121	0.9761755	1.1156381	0.22860636	1.0	1.0	7	tags=2%, list=0%, signal=2%	
HP_ABNORMALITY_OF_THE_OUTER_EAR	HP_ABNORMALITY_OF_THE_OUTER_EAR		141	0.97679585	1.1153702	0.16209774	1.0	1.0	7	tags=1%, list=0%, signal=1%	
GOCC_VESICLE_MEMBRANE	GOCC_VESICLE_MEMBRANE		181	0.96122	1.1152507	0.24351747	1.0	1.0	29	tags=3%, list=2%, signal=2%	
MIR10527_5P	MIR10527_5P		94	0.99604744	1.1152421	0.014304291	1.0	1.0	6	tags=1%, list=0%, signal=1%	
MIR1297	MIR1297		93	0.9942567	1.1149975	0.041939713	1.0	1.0	5	tags=1%, list=0%, signal=1%	
NAKAMURA_TUMOR_ZONE_PERIPHERAL_VS_CENTRAL_DN	NAKAMURA_TUMOR_ZONE_PERIPHERAL_VS_CENTRAL_DN		90	0.9868594	1.1149843	0.13273196	1.0	1.0	20	tags=1%, list=1%, signal=1%	
MIR551B_5P	MIR551B_5P		79	0.9960861	1.1149619	0.024216523	1.0	1.0	6	tags=1%, list=0%, signal=1%	
DANG_BOUND_BY_MYC	DANG_BOUND_BY_MYC		171	0.96177304	1.1148461	0.26995304	1.0	1.0	32	tags=2%, list=2%, signal=2%	
MIR651_3P	MIR651_3P		111	0.98140043	1.1147408	0.16666667	1.0	1.0	23	tags=3%, list=1%, signal=3%	
MIR5582_3P	MIR5582_3P		105	0.9828699	1.1144753	0.14357054	1.0	1.0	2	tags=1%, list=0%, signal=1%	
SNRNP70_TARGET_GENES	SNRNP70_TARGET_GENES		135	0.9796885	1.1142681	0.16864608	1.0	1.0	32	tags=2%, list=2%, signal=2%	
MIR8485	MIR8485		114	0.9773031	1.1142653	0.2345679	0.9961928	1.0	35	tags=2%, list=2%, signal=2%	
MIR20B_5P	MIR20B_5P		83	0.9967299	1.1142201	0.018741634	0.98884875	1.0	5	tags=1%, list=0%, signal=1%	
MIR3646	MIR3646		114	0.980155	1.114208	0.19451371	0.97982395	1.0	14	tags=3%, list=1%, signal=2%	
MIR548A_3P	MIR548A_3P		88	0.9910581	1.1138697	0.059840426	0.9865509	1.0	7	tags=2%, list=0%, signal=2%	
GOCC_MICROTUBULE_ORGANIZING_CENTER	GOCC_MICROTUBULE_ORGANIZING_CENTER		104	0.9807692	1.113838	0.19391635	0.978592	1.0	31	tags=3%, list=2%, signal=3%	
ONKEN_UVEAL_MELANOMA_DN	ONKEN_UVEAL_MELANOMA_DN		109	0.98070526	1.1137552	0.2	0.97349095	1.0	32	tags=4%, list=2%, signal=3%	
GOCC_GOLGI_APPARATUS	GOCC_GOLGI_APPARATUS		209	0.9468852	1.1135913	0.27192008	0.97130287	1.0	27	tags=2%, list=2%, signal=2%	
GOBP_ORGANELLE_ASSEMBLY	GOBP_ORGANELLE_ASSEMBLY		130	0.97646815	1.1134009	0.18567961	0.9706665	1.0	31	tags=5%, list=2%, signal=5%	
CBX7_TARGET_GENES	CBX7_TARGET_GENES		92	0.9888158	1.1133348	0.07795699	0.9643323	1.0	17	tags=1%, list=1%, signal=1%	
PUJANA_BRCA1_PCC_NETWORK	PUJANA_BRCA1_PCC_NETWORK		318	0.94197583	1.1124139	0.250787	0.9965434	1.0	22	tags=2%, list=1%, signal=1%	
ZSCAN31_TARGET_GENES	ZSCAN31_TARGET_GENES		94	0.99604744	1.1123396	0.016518425	0.99093425	1.0	6	tags=1%, list=0%, signal=1%	
MIR5688	MIR5688		107	0.981651	1.1121821	0.19112207	0.98974377	1.0	14	tags=3%, list=1%, signal=3%	
ZBTB18_TARGET_GENES	ZBTB18_TARGET_GENES		108	0.9845488	1.1121128	0.09962169	0.9843294	1.0	3	tags=2%, list=0%, signal=2%	
GOBP_MITOTIC_CELL_CYCLE	GOBP_MITOTIC_CELL_CYCLE		112	0.9860857	1.1119251	0.10732323	0.9837439	1.0	11	tags=3%, list=1%, signal=3%	
GREB1_TARGET_GENES	GREB1_TARGET_GENES		89	0.9848982	1.1117003	0.14134742	0.98459387	1.0	25	tags=3%, list=2%, signal=3%	
HP_ABNORMAL_HAIR_MORPHOLOGY	HP_ABNORMAL_HAIR_MORPHOLOGY		129	0.9686143	1.1115909	0.26881722	0.9810608	1.0	24	tags=2%, list=1%, signal=1%	
HP_ABNORMALITY_OF_UPPER_LIP	HP_ABNORMALITY_OF_UPPER_LIP		109	0.9768972	1.1112549	0.24094881	0.9872938	1.0	7	tags=1%, list=0%, signal=1%	
MIR526B_3P	MIR526B_3P		81	0.99673414	1.1112304	0.019021738	0.98014	1.0	5	tags=1%, list=0%, signal=1%	
HP_APLASIA_HYPOPLASIA_AFFECTING_BONES_OF_THE_AXIAL_SKELETON	HP_APLASIA_HYPOPLASIA_AFFECTING_BONES_OF_THE_AXIAL_SKELETON		99	0.97692794	1.111188	0.26020408	0.9736185	1.0	7	tags=1%, list=0%, signal=1%	
HP_ABNORMAL_EYELID_MORPHOLOGY	HP_ABNORMAL_EYELID_MORPHOLOGY		138	0.9768055	1.1110102	0.19271445	0.97283375	1.0	7	tags=1%, list=0%, signal=1%	
HP_HYPERREFLEXIA	HP_HYPERREFLEXIA		80	0.9934726	1.1105783	0.053596616	0.9836925	1.0	10	tags=1%, list=1%, signal=1%	
SUMO1_TARGET_GENES	SUMO1_TARGET_GENES		120	0.9796072	1.1104404	0.19221412	0.98152584	1.0	13	tags=3%, list=1%, signal=2%	
MIR548E_3P	MIR548E_3P		87	0.9910607	1.1102973	0.06794872	0.9797992	1.0	7	tags=2%, list=0%, signal=2%	
GOCC_SECRETORY_VESICLE	GOCC_SECRETORY_VESICLE		181	0.9605211	1.109605	0.25	1.0	1.0	28	tags=4%, list=2%, signal=3%	
GOMF_TRANSITION_METAL_ION_BINDING	GOMF_TRANSITION_METAL_ION_BINDING		93	0.9907834	1.1095841	0.06405229	0.99528885	1.0	14	tags=1%, list=1%, signal=1%	
MARTINEZ_RB1_AND_TP53_TARGETS_UP	MARTINEZ_RB1_AND_TP53_TARGETS_UP		105	0.9794293	1.1094401	0.2050633	0.99371016	1.0	32	tags=2%, list=2%, signal=2%	
HOXC6_TARGET_GENES	HOXC6_TARGET_GENES		152	0.9599575	1.1092515	0.2887078	0.9947532	1.0	1	tags=1%, list=0%, signal=1%	
BORCZUK_MALIGNANT_MESOTHELIOMA_UP	BORCZUK_MALIGNANT_MESOTHELIOMA_UP		97	0.98239803	1.109182	0.15586035	0.9899033	1.0	22	tags=4%, list=1%, signal=4%	
ZSCAN2_TARGET_GENES	ZSCAN2_TARGET_GENES		98	0.98555046	1.1090316	0.12451861	0.9885625	1.0	20	tags=2%, list=1%, signal=2%	
GOCC_NUCLEAR_BODY	GOCC_NUCLEAR_BODY		107	0.98401946	1.1089586	0.13108614	0.9838827	1.0	11	tags=4%, list=1%, signal=4%	
HP_ABNORMALITY_OF_THE_PINNA	HP_ABNORMALITY_OF_THE_PINNA		115	0.97687846	1.1088228	0.24384236	0.98235995	1.0	7	tags=1%, list=0%, signal=1%	
GOBP_CELL_DIVISION	GOBP_CELL_DIVISION		90	0.98837733	1.108767	0.1	0.97752345	1.0	0	tags=1%, list=0%, signal=1%	
ZIM3_TARGET_GENES	ZIM3_TARGET_GENES		126	0.9699255	1.1086292	0.2751196	0.97582495	1.0	21	tags=2%, list=1%, signal=1%	
GOCC_SUPRAMOLECULAR_COMPLEX	GOCC_SUPRAMOLECULAR_COMPLEX		160	0.96044606	1.1085385	0.27990708	0.9724066	1.0	20	tags=2%, list=1%, signal=2%	
GLI4_TARGET_GENES	GLI4_TARGET_GENES		98	0.98612946	1.1083109	0.14414415	0.9748081	1.0	21	tags=1%, list=1%, signal=1%	
MIR20A_5P	MIR20A_5P		86	0.9967235	1.1083106	0.011049724	0.9677298	1.0	5	tags=1%, list=0%, signal=1%	
MIR495_3P	MIR495_3P		95	0.9862206	1.1082959	0.11096774	0.9612729	1.0	14	tags=3%, list=1%, signal=3%	
HP_ABNORMAL_NASAL_BRIDGE_MORPHOLOGY	HP_ABNORMAL_NASAL_BRIDGE_MORPHOLOGY		117	0.9768722	1.1082009	0.22222222	0.95791024	1.0	7	tags=1%, list=0%, signal=1%	
MIR98_3P	MIR98_3P		120	0.9644205	1.10818	0.29736212	0.9518876	1.0	6	tags=3%, list=0%, signal=2%	
MIR93_5P	MIR93_5P		82	0.996732	1.108079	0.016194332	0.9490439	1.0	5	tags=1%, list=0%, signal=1%	
HP_VENTRICULOMEGALY	HP_VENTRICULOMEGALY		82	0.99607843	1.1080501	0.019178081	0.9436849	1.0	7	tags=2%, list=0%, signal=2%	
MIR4422	MIR4422		79	0.9943988	1.1078432	0.044137932	0.9452873	1.0	5	tags=1%, list=0%, signal=1%	
MIR4729	MIR4729		88	0.99590015	1.1077287	0.021963824	0.9433883	1.0	5	tags=1%, list=0%, signal=1%	
HP_ABNORMAL_VASCULAR_MORPHOLOGY	HP_ABNORMAL_VASCULAR_MORPHOLOGY		117	0.9768722	1.1077118	0.24183796	0.9374583	1.0	7	tags=1%, list=0%, signal=1%	
GOBP_MITOTIC_CELL_CYCLE_PROCESS	GOBP_MITOTIC_CELL_CYCLE_PROCESS		101	0.98612934	1.107664	0.10273082	0.93275476	1.0	11	tags=3%, list=1%, signal=3%	
HP_ABNORMALITY_OF_THE_CALVARIA	HP_ABNORMALITY_OF_THE_CALVARIA		117	0.9768722	1.107233	0.22783251	0.94324124	1.0	7	tags=1%, list=0%, signal=1%	
THAKAR_PBMC_INACTIVATED_INFLUENZA_AGE_21_30YO_RESPONDERS_28DY_DN	THAKAR_PBMC_INACTIVATED_INFLUENZA_AGE_21_30YO_RESPONDERS_28DY_DN		79	0.9909319	1.1065458	0.07132867	0.96368563	1.0	2	tags=1%, list=0%, signal=1%	
SETD7_TARGET_GENES	SETD7_TARGET_GENES		150	0.95476043	1.1065246	0.3206198	0.9579545	1.0	2	tags=1%, list=0%, signal=1%	
GOBP_PEPTIDYL_LYSINE_MODIFICATION	GOBP_PEPTIDYL_LYSINE_MODIFICATION		66	0.9980595	1.1065118	0.020348838	0.9520791	1.0	3	tags=2%, list=0%, signal=1%	
