NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	GOBP_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION		222	0.9889987	1.074479	0.3068182	0.80172443	1.0	13	tags=1%, list=1%, signal=1%	
AACTTT_UNKNOWN	AACTTT_UNKNOWN		211	0.98917973	1.0743186	0.2762557	0.7881672	1.0	12	tags=1%, list=1%, signal=1%	
HMBOX1_TARGET_GENES	HMBOX1_TARGET_GENES		191	0.9971896	1.0742785	0.030303031	0.76789	1.0	4	tags=2%, list=0%, signal=1%	
SUPT20H_TARGET_GENES	SUPT20H_TARGET_GENES		150	0.99930555	1.073977	0.008816121	0.77040994	1.0	2	tags=1%, list=0%, signal=1%	
TGGAAA_NFAT_Q4_01	TGGAAA_NFAT_Q4_01		193	0.98987645	1.073726	0.28956625	0.7674516	1.0	12	tags=1%, list=1%, signal=1%	
GOMF_IDENTICAL_PROTEIN_BINDING	GOMF_IDENTICAL_PROTEIN_BINDING		217	0.9893924	1.0729343	0.26993167	0.8030623	1.0	1	tags=0%, list=0%, signal=0%	
BUSSLINGER_DUODENAL_IMMUNE_CELLS	BUSSLINGER_DUODENAL_IMMUNE_CELLS		286	0.97316414	1.072794	0.41345093	0.79197717	1.0	22	tags=4%, list=1%, signal=3%	
SETD1A_TARGET_GENES	SETD1A_TARGET_GENES		189	0.9890183	1.0727259	0.33254716	0.77580667	1.0	11	tags=1%, list=1%, signal=1%	
GOBP_REGULATION_OF_RESPONSE_TO_STRESS	GOBP_REGULATION_OF_RESPONSE_TO_STRESS		171	0.99542016	1.0725459	0.1001221	0.7694595	1.0	8	tags=2%, list=1%, signal=2%	
GOBP_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	GOBP_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND		170	0.99154925	1.072467	0.2235434	0.7570025	1.0	13	tags=1%, list=1%, signal=1%	
GOBP_CELLULAR_RESPONSE_TO_STRESS	GOBP_CELLULAR_RESPONSE_TO_STRESS		230	0.99238175	1.0719826	0.11441647	0.7704303	1.0	13	tags=2%, list=1%, signal=2%	
GOMF_ENZYME_REGULATOR_ACTIVITY	GOMF_ENZYME_REGULATOR_ACTIVITY		168	0.99718714	1.0717114	0.035971224	0.7721448	1.0	5	tags=1%, list=0%, signal=1%	
DIDO1_TARGET_GENES	DIDO1_TARGET_GENES		157	1.0	1.070745	0.0	0.82321763	1.0	0	tags=1%, list=0%, signal=1%	
GOMF_PROTEIN_CONTAINING_COMPLEX_BINDING	GOMF_PROTEIN_CONTAINING_COMPLEX_BINDING		191	0.99213725	1.0706373	0.15568863	0.8144158	1.0	13	tags=2%, list=1%, signal=1%	
MZF1_TARGET_GENES	MZF1_TARGET_GENES		183	0.9914712	1.0706024	0.20515826	0.79915166	1.0	13	tags=1%, list=1%, signal=1%	
GOBP_CYTOSKELETON_ORGANIZATION	GOBP_CYTOSKELETON_ORGANIZATION		182	0.9914773	1.0703896	0.18934911	0.7955839	1.0	13	tags=1%, list=1%, signal=1%	
GOBP_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	GOBP_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS		202	0.9858777	1.0701877	0.43574765	0.7931853	1.0	13	tags=2%, list=1%, signal=2%	
GOBP_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION	GOBP_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION		198	0.981575	1.0700494	0.4614486	0.78618217	1.0	5	tags=1%, list=0%, signal=1%	
SFMBT1_TARGET_GENES	SFMBT1_TARGET_GENES		200	0.99327064	1.0699497	0.10576923	0.77638733	1.0	11	tags=3%, list=1%, signal=2%	
FEV_TARGET_GENES	FEV_TARGET_GENES		209	0.9909516	1.0698615	0.23421355	0.7676665	1.0	10	tags=1%, list=1%, signal=1%	
HMGB1_TARGET_GENES	HMGB1_TARGET_GENES		188	0.98787445	1.0692894	0.39451727	0.79020464	1.0	19	tags=2%, list=1%, signal=1%	
ZNF350_TARGET_GENES	ZNF350_TARGET_GENES		161	0.99720085	1.0691819	0.03663004	0.7808627	1.0	4	tags=1%, list=0%, signal=1%	
ZNF184_TARGET_GENES	ZNF184_TARGET_GENES		178	0.99088705	1.0691535	0.24352941	0.7685951	1.0	15	tags=2%, list=1%, signal=2%	
GOBP_POSITIVE_REGULATION_OF_SIGNALING	GOBP_POSITIVE_REGULATION_OF_SIGNALING		182	0.9964022	1.0691456	0.05964912	0.755766	1.0	5	tags=1%, list=0%, signal=1%	
DACOSTA_UV_RESPONSE_VIA_ERCC3_DN	DACOSTA_UV_RESPONSE_VIA_ERCC3_DN		189	0.99251974	1.0685592	0.1598063	0.78106344	1.0	12	tags=3%, list=1%, signal=2%	
TFEB_TARGET_GENES	TFEB_TARGET_GENES		210	0.9823034	1.0681896	0.47058824	0.79198647	1.0	18	tags=2%, list=1%, signal=2%	
GOBP_REGULATION_OF_ORGANELLE_ORGANIZATION	GOBP_REGULATION_OF_ORGANELLE_ORGANIZATION		170	0.9929578	1.0681571	0.12907118	0.78095335	1.0	13	tags=2%, list=1%, signal=2%	
IRF9_TARGET_GENES	IRF9_TARGET_GENES		181	0.99202836	1.0679712	0.18280871	0.780271	1.0	2	tags=1%, list=0%, signal=0%	
LHX9_TARGET_GENES	LHX9_TARGET_GENES		174	0.99293786	1.0679337	0.15595238	0.7699202	1.0	10	tags=1%, list=1%, signal=1%	
MAFG_TARGET_GENES	MAFG_TARGET_GENES		211	0.9778038	1.0677625	0.45747125	0.7688177	1.0	8	tags=0%, list=1%, signal=0%	
PUJANA_CHEK2_PCC_NETWORK	PUJANA_CHEK2_PCC_NETWORK		152	0.99853903	1.0677112	0.02375	0.75892967	1.0	1	tags=1%, list=0%, signal=1%	
GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION	GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION		140	0.99411815	1.0676534	0.14580645	0.74929	1.0	5	tags=1%, list=0%, signal=1%	
RYBP_TARGET_GENES	RYBP_TARGET_GENES		173	0.9922371	1.0672433	0.17488264	0.7652924	1.0	11	tags=1%, list=1%, signal=1%	
MIR153_5P	MIR153_5P		155	0.99407744	1.0663983	0.1374527	0.8073766	1.0	11	tags=3%, list=1%, signal=2%	
GOBP_HOMEOSTATIC_PROCESS	GOBP_HOMEOSTATIC_PROCESS		180	0.99168545	1.0662352	0.17927822	0.80413973	1.0	13	tags=2%, list=1%, signal=2%	
GOCC_NUCLEAR_PROTEIN_CONTAINING_COMPLEX	GOCC_NUCLEAR_PROTEIN_CONTAINING_COMPLEX		161	0.9957677	1.0658436	0.09600998	0.81994087	1.0	4	tags=1%, list=0%, signal=1%	
GOMF_CYTOSKELETAL_PROTEIN_BINDING	GOMF_CYTOSKELETAL_PROTEIN_BINDING		148	0.9916783	1.0657943	0.22835633	0.8106503	1.0	13	tags=1%, list=1%, signal=1%	
LOPEZ_MBD_TARGETS	LOPEZ_MBD_TARGETS		179	0.9879518	1.0655568	0.38379022	0.81425005	1.0	20	tags=2%, list=1%, signal=2%	
AHRR_TARGET_GENES	AHRR_TARGET_GENES		159	0.9923131	1.0650823	0.16769421	0.83547556	1.0	12	tags=1%, list=1%, signal=1%	
GOBP_NITROGEN_COMPOUND_TRANSPORT	GOBP_NITROGEN_COMPOUND_TRANSPORT		281	0.97099435	1.064694	0.46974698	0.84596854	1.0	15	tags=1%, list=1%, signal=1%	
ONKEN_UVEAL_MELANOMA_UP	ONKEN_UVEAL_MELANOMA_UP		157	0.9923238	1.0644418	0.19346733	0.85303044	1.0	11	tags=1%, list=1%, signal=1%	
GOBP_REGULATION_OF_CELL_DEATH	GOBP_REGULATION_OF_CELL_DEATH		182	0.9904253	1.0642928	0.2657177	0.852547	1.0	13	tags=2%, list=1%, signal=1%	
GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION	GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION		128	0.9924761	1.0642759	0.23947369	0.84228146	1.0	13	tags=2%, list=1%, signal=2%	
ZNF449_TARGET_GENES	ZNF449_TARGET_GENES		145	0.9951557	1.063934	0.10886076	0.8493896	1.0	8	tags=1%, list=1%, signal=1%	
GOCC_CATALYTIC_COMPLEX	GOCC_CATALYTIC_COMPLEX		231	0.9743779	1.0637007	0.49659863	0.854971	1.0	13	tags=1%, list=1%, signal=1%	
RYTTCCTG_ETS2_B	RYTTCCTG_ETS2_B		164	0.9922861	1.0636079	0.18237454	0.85078055	1.0	12	tags=1%, list=1%, signal=1%	
CREB3L4_TARGET_GENES	CREB3L4_TARGET_GENES		177	0.9915074	1.063182	0.2104019	0.86578804	1.0	12	tags=1%, list=1%, signal=1%	
GOBP_PEPTIDYL_AMINO_ACID_MODIFICATION	GOBP_PEPTIDYL_AMINO_ACID_MODIFICATION		161	0.9923023	1.0630584	0.185	0.86316675	1.0	13	tags=2%, list=1%, signal=2%	
GOBP_RESPONSE_TO_ENDOGENOUS_STIMULUS	GOBP_RESPONSE_TO_ENDOGENOUS_STIMULUS		172	0.9897393	1.0628583	0.3414338	0.86829865	1.0	13	tags=1%, list=1%, signal=1%	
GOCC_SUPRAMOLECULAR_COMPLEX	GOCC_SUPRAMOLECULAR_COMPLEX		152	0.9904766	1.0625345	0.29099876	0.87703806	1.0	16	tags=3%, list=1%, signal=3%	
GOBP_REGULATION_OF_CELL_POPULATION_PROLIFERATION	GOBP_REGULATION_OF_CELL_POPULATION_PROLIFERATION		149	0.9884812	1.0625265	0.42521632	0.86701393	1.0	18	tags=3%, list=1%, signal=2%	
GOBP_REGULATION_OF_CATABOLIC_PROCESS	GOBP_REGULATION_OF_CATABOLIC_PROCESS		152	0.99304587	1.0622836	0.16830467	0.8720103	1.0	13	tags=3%, list=1%, signal=2%	
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_STIMULUS	GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_STIMULUS		170	0.99143827	1.062278	0.22407629	0.86217344	1.0	13	tags=2%, list=1%, signal=2%	
GOMF_SIGNALING_RECEPTOR_BINDING	GOMF_SIGNALING_RECEPTOR_BINDING		140	0.99517244	1.0622487	0.09242619	0.8540953	1.0	7	tags=1%, list=0%, signal=1%	
GOCC_SECRETORY_VESICLE	GOCC_SECRETORY_VESICLE		185	0.99074733	1.0622194	0.24324325	0.8460496	1.0	16	tags=2%, list=1%, signal=2%	
ZNF282_TARGET_GENES	ZNF282_TARGET_GENES		150	0.9950331	1.0621834	0.0966123	0.83874685	1.0	8	tags=2%, list=1%, signal=2%	
GOMF_ADENYL_NUCLEOTIDE_BINDING	GOMF_ADENYL_NUCLEOTIDE_BINDING		171	0.9922481	1.0618607	0.18621524	0.8495129	1.0	13	tags=2%, list=1%, signal=2%	
RAG1_TARGET_GENES	RAG1_TARGET_GENES		193	0.9801291	1.0618213	0.48774797	0.8418698	1.0	12	tags=1%, list=1%, signal=1%	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS		202	0.98165935	1.0616764	0.47435898	0.8403864	1.0	13	tags=2%, list=1%, signal=2%	
NUYTTEN_NIPP1_TARGETS_DN	NUYTTEN_NIPP1_TARGETS_DN		143	0.9868694	1.0615926	0.50508904	0.836268	1.0	19	tags=1%, list=1%, signal=1%	
ID2_TARGET_GENES	ID2_TARGET_GENES		150	0.99375	1.0614161	0.15121952	0.8380856	1.0	11	tags=2%, list=1%, signal=2%	
GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL	GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL		138	0.99793386	1.0613401	0.032869786	0.83487207	1.0	4	tags=1%, list=0%, signal=1%	
GOBP_BIOLOGICAL_ADHESION	GOBP_BIOLOGICAL_ADHESION		149	0.99247724	1.0609218	0.20434228	0.84905124	1.0	7	tags=1%, list=0%, signal=1%	
ZSCAN5DP_TARGET_GENES	ZSCAN5DP_TARGET_GENES		166	0.9923484	1.0605998	0.1923077	0.8628918	1.0	11	tags=2%, list=1%, signal=2%	
GOBP_SUPRAMOLECULAR_FIBER_ORGANIZATION	GOBP_SUPRAMOLECULAR_FIBER_ORGANIZATION		114	0.9979675	1.0604781	0.05890411	0.8608626	1.0	3	tags=1%, list=0%, signal=1%	
HP_ABNORMALITY_OF_THE_CURVATURE_OF_THE_VERTEBRAL_COLUMN	HP_ABNORMALITY_OF_THE_CURVATURE_OF_THE_VERTEBRAL_COLUMN		136	0.9979367	1.0602528	0.032552082	0.8635572	1.0	3	tags=1%, list=0%, signal=1%	
GOBP_CELLULAR_RESPONSE_TO_ENDOGENOUS_STIMULUS	GOBP_CELLULAR_RESPONSE_TO_ENDOGENOUS_STIMULUS		152	0.989857	1.0602196	0.36953807	0.8574667	1.0	13	tags=1%, list=1%, signal=1%	
TRAVAGLINI_LUNG_OLR1_CLASSICAL_MONOCYTE_CELL	TRAVAGLINI_LUNG_OLR1_CLASSICAL_MONOCYTE_CELL		163	0.9873861	1.0596666	0.4801444	0.884693	1.0	21	tags=2%, list=1%, signal=2%	
CHEN_METABOLIC_SYNDROM_NETWORK	CHEN_METABOLIC_SYNDROM_NETWORK		158	0.9881285	1.0596416	0.43896425	0.8767822	1.0	18	tags=1%, list=1%, signal=1%	
JOHNSTONE_PARVB_TARGETS_3_DN	JOHNSTONE_PARVB_TARGETS_3_DN		161	0.9930022	1.0596348	0.16971917	0.8686861	1.0	12	tags=2%, list=1%, signal=2%	
FOXD2_TARGET_GENES	FOXD2_TARGET_GENES		163	0.9859847	1.0595506	0.4987593	0.8641319	1.0	21	tags=1%, list=1%, signal=1%	
NOTCH3_TARGET_GENES	NOTCH3_TARGET_GENES		127	0.9952153	1.059517	0.10832232	0.8574066	1.0	8	tags=2%, list=1%, signal=1%	
DYRK1A_TARGET_GENES	DYRK1A_TARGET_GENES		124	0.994543	1.0595117	0.13406293	0.8495702	1.0	11	tags=3%, list=1%, signal=3%	
GOBP_CELL_PROJECTION_ORGANIZATION	GOBP_CELL_PROJECTION_ORGANIZATION		161	0.99090266	1.0594124	0.2857143	0.8480256	1.0	16	tags=2%, list=1%, signal=2%	
GOBP_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	GOBP_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND		134	0.99175817	1.0593044	0.28923476	0.8468055	1.0	13	tags=1%, list=1%, signal=1%	
CACGTG_MYC_Q2	CACGTG_MYC_Q2		151	0.99166083	1.059095	0.23980223	0.85394794	1.0	15	tags=3%, list=1%, signal=2%	
GOBP_PROTEIN_LOCALIZATION_TO_ORGANELLE	GOBP_PROTEIN_LOCALIZATION_TO_ORGANELLE		145	0.99307954	1.059088	0.1929182	0.8465157	1.0	13	tags=3%, list=1%, signal=3%	
GOBP_IMMUNE_RESPONSE	GOBP_IMMUNE_RESPONSE		158	0.99022347	1.0588808	0.32678133	0.8499511	1.0	15	tags=1%, list=1%, signal=1%	
GOBP_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	GOBP_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS		146	0.9926282	1.0588728	0.1994852	0.8424314	1.0	13	tags=3%, list=1%, signal=3%	
GOBERT_OLIGODENDROCYTE_DIFFERENTIATION_DN	GOBERT_OLIGODENDROCYTE_DIFFERENTIATION_DN		129	0.9991264	1.0588106	0.026007803	0.8379643	1.0	0	tags=1%, list=0%, signal=1%	
MURARO_PANCREAS_BETA_CELL	MURARO_PANCREAS_BETA_CELL		157	0.9895325	1.0588034	0.34639695	0.8308742	1.0	18	tags=3%, list=1%, signal=2%	
GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION	GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION		117	0.9986422	1.0586079	0.029126214	0.8343641	1.0	2	tags=1%, list=0%, signal=1%	
SKIL_TARGET_GENES	SKIL_TARGET_GENES		243	0.96725684	1.0583768	0.5373303	0.8431544	1.0	20	tags=2%, list=1%, signal=2%	
GOBP_VESICLE_MEDIATED_TRANSPORT	GOBP_VESICLE_MEDIATED_TRANSPORT		223	0.984046	1.0583142	0.4428251	0.8409572	1.0	15	tags=2%, list=1%, signal=2%	
GOCC_SECRETORY_GRANULE	GOCC_SECRETORY_GRANULE		166	0.9908708	1.0582983	0.24004824	0.83435464	1.0	15	tags=2%, list=1%, signal=2%	
GOBP_CELL_CYCLE_PROCESS	GOBP_CELL_CYCLE_PROCESS		141	0.99298114	1.058223	0.21728082	0.8309528	1.0	4	tags=2%, list=0%, signal=2%	
BRUINS_UVC_RESPONSE_LATE	BRUINS_UVC_RESPONSE_LATE		135	0.9938144	1.0580336	0.17493473	0.832956	1.0	9	tags=1%, list=1%, signal=1%	
ZNF618_TARGET_GENES	ZNF618_TARGET_GENES		153	0.9881698	1.0580138	0.437421	0.82760364	1.0	19	tags=2%, list=1%, signal=2%	
GOMF_PROTEIN_DIMERIZATION_ACTIVITY	GOMF_PROTEIN_DIMERIZATION_ACTIVITY		119	1.0	1.0580007	0.0	0.8215235	1.0	0	tags=1%, list=0%, signal=1%	
FAN_OVARY_CL13_MONOCYTE_MACROPHAGE	FAN_OVARY_CL13_MONOCYTE_MACROPHAGE		155	0.9923171	1.0579892	0.23173803	0.8153764	1.0	10	tags=1%, list=1%, signal=1%	
RCGCANGCGY_NRF1_Q6	RCGCANGCGY_NRF1_Q6		146	0.9923823	1.0579699	0.21284635	0.809793	1.0	11	tags=1%, list=1%, signal=1%	
HOXA1_TARGET_GENES	HOXA1_TARGET_GENES		134	0.9974141	1.0579242	0.061118335	0.8056251	1.0	2	tags=1%, list=0%, signal=1%	
GOCC_NUCLEAR_OUTER_MEMBRANE_ENDOPLASMIC_RETICULUM_MEMBRANE_NETWORK	GOCC_NUCLEAR_OUTER_MEMBRANE_ENDOPLASMIC_RETICULUM_MEMBRANE_NETWORK		140	0.9868966	1.0577196	0.55252916	0.8121203	1.0	19	tags=1%, list=1%, signal=1%	
HOXC6_TARGET_GENES	HOXC6_TARGET_GENES		152	0.99949354	1.0577128	0.0075376886	0.8060474	1.0	0	tags=1%, list=0%, signal=1%	
HAY_BONE_MARROW_ERYTHROBLAST	HAY_BONE_MARROW_ERYTHROBLAST		182	0.9865057	1.0576752	0.47738096	0.8018539	1.0	19	tags=1%, list=1%, signal=0%	
REACTOME_MEMBRANE_TRAFFICKING	REACTOME_MEMBRANE_TRAFFICKING		129	0.99315536	1.0573543	0.20565553	0.8126668	1.0	10	tags=1%, list=1%, signal=1%	
FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_OK_VS_DONOR_UP	FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_OK_VS_DONOR_UP		154	0.98816156	1.0571573	0.4224138	0.8176055	1.0	18	tags=1%, list=1%, signal=1%	
LHX2_TARGET_GENES	LHX2_TARGET_GENES		131	0.9938314	1.0571325	0.15555556	0.8129511	1.0	10	tags=2%, list=1%, signal=1%	
GOBP_REGULATION_OF_CELLULAR_LOCALIZATION	GOBP_REGULATION_OF_CELLULAR_LOCALIZATION		141	0.99240863	1.0570529	0.2039555	0.8117052	1.0	15	tags=4%, list=1%, signal=3%	
GOBP_TRANSMEMBRANE_TRANSPORT	GOBP_TRANSMEMBRANE_TRANSPORT		130	0.9942188	1.05695	0.16180371	0.8119422	1.0	2	tags=1%, list=0%, signal=1%	
BANP_TARGET_GENES	BANP_TARGET_GENES		118	0.9986414	1.0566503	0.028649386	0.8213583	1.0	4	tags=3%, list=0%, signal=2%	
MIR651_3P	MIR651_3P		114	0.9925474	1.056438	0.26666668	0.8263139	1.0	14	tags=4%, list=1%, signal=3%	
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION	REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION		138	0.9917356	1.0562335	0.23901808	0.83342797	1.0	13	tags=1%, list=1%, signal=1%	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS		140	0.9931035	1.0561261	0.18100129	0.8339864	1.0	13	tags=3%, list=1%, signal=3%	
ZNF22_TARGET_GENES	ZNF22_TARGET_GENES		118	0.99456525	1.0554374	0.16440217	0.8662459	1.0	9	tags=2%, list=1%, signal=2%	
ZBTB12_TARGET_GENES	ZBTB12_TARGET_GENES		175	0.97850394	1.0554329	0.54578316	0.8601677	1.0	0	tags=1%, list=0%, signal=1%	
GOBP_INTRACELLULAR_PROTEIN_TRANSPORT	GOBP_INTRACELLULAR_PROTEIN_TRANSPORT		154	0.9916435	1.0553794	0.24264705	0.8582164	1.0	15	tags=3%, list=1%, signal=2%	
WRNIP1_TARGET_GENES	WRNIP1_TARGET_GENES		127	0.9962191	1.055056	0.084353745	0.8689587	1.0	2	tags=1%, list=0%, signal=1%	
CC2D1A_TARGET_GENES	CC2D1A_TARGET_GENES		123	0.9965917	1.0549818	0.085872576	0.86767775	1.0	7	tags=2%, list=0%, signal=2%	
GOBP_CELL_MORPHOGENESIS	GOBP_CELL_MORPHOGENESIS		131	0.9968466	1.0548388	0.08150065	0.8697088	1.0	3	tags=1%, list=0%, signal=1%	
